ProductBatch,WorkOrder,ProductionDate,MachineId,MoldId,BottleId,Material,Characteristic,Class,AQL,Standard,InspectionLevel,LotSize,CodeLetter,SampleSize,AcceptanceNumber,RejectionNumber,DefectsFound,LotDecision,InspectionDateTime,Inspector
LOTE-M-SOP-001-2004,WO-1006,2025-07-05,ISBM-001,M-SOP-001,FR-001-rPET-300,rPET,Transparency,Minor,1.5,ISO 2859-1,II,10478,M,315,14,15,3,Approved,2025-07-05 20:49:07.379,Ana Silva
LOTE-M-SOP-001-2004,WO-1006,2025-07-05,ISBM-001,M-SOP-001,FR-001-rPET-300,rPET,Burr,Major,0.65,ISO 2859-1,II,10478,M,315,7,8,0,Approved,2025-07-05 21:38:57.107,Elena Santos
LOTE-M-SOP-001-2005,WO-1007,2025-07-06,ISBM-001,M-SOP-001,FR-001-rPET-300,rPET,Leakage,Critical,0.1,ISO 2859-1,II,5419,L,200,0,1,0,Approved,2025-07-06 09:21:07.425,Ana Silva
LOTE-M-SOP-001-2005,WO-1007,2025-07-06,ISBM-001,M-SOP-001,FR-001-rPET-300,rPET,Flash,Major,0.65,ISO 2859-1,II,5419,L,200,5,6,0,Approved,2025-07-06 10:05:07.953,Beatriz Costa
LOTE-M-SOP-001-2005,WO-1007,2025-07-06,ISBM-001,M-SOP-001,FR-001-rPET-300,rPET,Black Specks,Minor,1.5,ISO 2859-1,II,5419,L,200,10,11,3,Approved,2025-07-06 07:06:23.357,Elena Santos
LOTE-M-SOP-001-2005,WO-1007,2025-07-06,ISBM-001,M-SOP-001,FR-001-rPET-300,rPET,Stain,Minor,1.5,ISO 2859-1,II,5419,L,200,10,11,2,Approved,2025-07-06 10:18:16.505,Diogo Ferreira
LOTE-M-SOP-001-2005,WO-1007,2025-07-06,ISBM-001,M-SOP-001,FR-001-rPET-300,rPET,Color,Minor,1.5,ISO 2859-1,II,5419,L,200,10,11,1,Approved,2025-07-06 04:02:41.085,Ana Silva
LOTE-M-SOP-001-2005,WO-1007,2025-07-06,ISBM-001,M-SOP-001,FR-001-rPET-300,rPET,Burr,Major,0.65,ISO 2859-1,II,5419,L,200,5,6,0,Approved,2025-07-06 03:29:41.381,Beatriz Costa
LOTE-M-SOP-001-2006,WO-1008,2025-07-06,ISBM-001,M-SOP-001,FR-001-HDPE-PCR-300,HDPE-PCR,Leakage,Critical,0.1,ISO 2859-1,II,11774,M,315,0,1,0,Approved,2025-07-07 01:58:11.819,Elena Santos
LOTE-M-SOP-001-2006,WO-1008,2025-07-06,ISBM-001,M-SOP-001,FR-001-HDPE-PCR-300,HDPE-PCR,Flash,Major,0.65,ISO 2859-1,II,11774,M,315,7,8,0,Approved,2025-07-07 02:49:28.308,Elena Santos
LOTE-M-SOP-001-2006,WO-1008,2025-07-06,ISBM-001,M-SOP-001,FR-001-HDPE-PCR-300,HDPE-PCR,Stain,Minor,1.5,ISO 2859-1,II,11774,M,315,14,15,0,Approved,2025-07-07 02:02:33.461,Elena Santos
LOTE-M-SOP-001-2006,WO-1008,2025-07-06,ISBM-001,M-SOP-001,FR-001-HDPE-PCR-300,HDPE-PCR,Transparency,Minor,1.5,ISO 2859-1,II,11774,M,315,14,15,4,Approved,2025-07-06 19:33:41.924,Ana Silva
LOTE-M-SOP-001-2006,WO-1008,2025-07-06,ISBM-001,M-SOP-001,FR-001-HDPE-PCR-300,HDPE-PCR,Color,Minor,1.5,ISO 2859-1,II,11774,M,315,14,15,1,Approved,2025-07-06 17:51:01.395,Ana Silva
LOTE-M-SOP-001-2006,WO-1008,2025-07-06,ISBM-001,M-SOP-001,FR-001-HDPE-PCR-300,HDPE-PCR,Burr,Major,0.65,ISO 2859-1,II,11774,M,315,7,8,3,Approved,2025-07-07 03:07:39.088,Diogo Ferreira
LOTE-M-SOP-001-2006,WO-1009,2025-07-07,ISBM-001,M-SOP-001,FR-001-HDPE-PCR-300,HDPE-PCR,Bubbles,Major,0.65,ISO 2859-1,II,9462,L,200,5,6,2,Approved,2025-07-07 10:38:22.185,Beatriz Costa
LOTE-M-SOP-001-2006,WO-1009,2025-07-07,ISBM-001,M-SOP-001,FR-001-HDPE-PCR-300,HDPE-PCR,Color,Minor,1.5,ISO 2859-1,II,9462,L,200,10,11,2,Approved,2025-07-07 17:40:19.910,Diogo Ferreira
LOTE-M-SOP-001-2006,WO-1009,2025-07-07,ISBM-001,M-SOP-001,FR-001-HDPE-PCR-300,HDPE-PCR,Burr,Major,0.65,ISO 2859-1,II,9462,L,200,5,6,0,Approved,2025-07-08 00:57:04.185,Carlos Mendes
LOTE-M-SOP-001-2006,WO-1010,2025-07-08,ISBM-001,M-SOP-001,FR-001-HDPE-PCR-300,HDPE-PCR,Leakage,Critical,0.1,ISO 2859-1,II,4472,L,200,0,1,0,Approved,2025-07-08 10:40:04.853,Carlos Mendes
LOTE-M-SOP-001-2006,WO-1010,2025-07-08,ISBM-001,M-SOP-001,FR-001-HDPE-PCR-300,HDPE-PCR,Bubbles,Major,0.65,ISO 2859-1,II,4472,L,200,5,6,0,Approved,2025-07-08 07:12:23.092,Carlos Mendes
LOTE-M-SOP-001-2006,WO-1010,2025-07-08,ISBM-001,M-SOP-001,FR-001-HDPE-PCR-300,HDPE-PCR,Black Specks,Minor,1.5,ISO 2859-1,II,4472,L,200,10,11,1,Approved,2025-07-08 09:03:45.661,Elena Santos
LOTE-M-SOP-001-2006,WO-1010,2025-07-08,ISBM-001,M-SOP-001,FR-001-HDPE-PCR-300,HDPE-PCR,Stain,Minor,1.5,ISO 2859-1,II,4472,L,200,10,11,5,Approved,2025-07-08 08:05:07.656,Elena Santos
LOTE-M-SOP-001-2006,WO-1010,2025-07-08,ISBM-001,M-SOP-001,FR-001-HDPE-PCR-300,HDPE-PCR,Transparency,Minor,1.5,ISO 2859-1,II,4472,L,200,10,11,1,Approved,2025-07-08 08:54:08.786,Ana Silva
LOTE-M-SOP-007-2007,WO-1011,2025-07-08,ISBM-001,M-SOP-007,FR-007-PP-350,PP,Leakage,Critical,0.1,ISO 2859-1,II,10152,M,315,0,1,0,Approved,2025-07-09 12:08:47.078,Diogo Ferreira
LOTE-M-SOP-007-2007,WO-1011,2025-07-08,ISBM-001,M-SOP-007,FR-007-PP-350,PP,Flash,Major,0.65,ISO 2859-1,II,10152,M,315,7,8,1,Approved,2025-07-09 01:24:48.577,Diogo Ferreira
LOTE-M-SOP-007-2007,WO-1011,2025-07-08,ISBM-001,M-SOP-007,FR-007-PP-350,PP,Bubbles,Major,0.65,ISO 2859-1,II,10152,M,315,7,8,1,Approved,2025-07-09 04:56:59.860,Ana Silva
LOTE-M-SOP-007-2007,WO-1011,2025-07-08,ISBM-001,M-SOP-007,FR-007-PP-350,PP,Stain,Minor,1.5,ISO 2859-1,II,10152,M,315,14,15,3,Approved,2025-07-09 10:12:05.658,Diogo Ferreira
LOTE-M-SOP-007-2007,WO-1011,2025-07-08,ISBM-001,M-SOP-007,FR-007-PP-350,PP,Transparency,Minor,1.5,ISO 2859-1,II,10152,M,315,14,15,4,Approved,2025-07-09 03:40:17.841,Ana Silva
LOTE-M-SOP-007-2007,WO-1011,2025-07-08,ISBM-001,M-SOP-007,FR-007-PP-350,PP,Burr,Major,0.65,ISO 2859-1,II,10152,M,315,7,8,0,Approved,2025-07-09 19:57:29.042,Diogo Ferreira
LOTE-M-SOP-007-2007,WO-1012,2025-07-09,ISBM-001,M-SOP-007,FR-007-PP-350,PP,Flash,Major,0.65,ISO 2859-1,II,7858,L,200,5,6,3,Approved,2025-07-10 05:37:00.596,Beatriz Costa
LOTE-M-SOP-007-2007,WO-1012,2025-07-09,ISBM-001,M-SOP-007,FR-007-PP-350,PP,Bubbles,Major,0.65,ISO 2859-1,II,7858,L,200,5,6,0,Approved,2025-07-10 07:19:29.643,Ana Silva
LOTE-M-SOP-007-2007,WO-1012,2025-07-09,ISBM-001,M-SOP-007,FR-007-PP-350,PP,Black Specks,Minor,1.5,ISO 2859-1,II,7858,L,200,10,11,3,Approved,2025-07-10 02:53:43.517,Diogo Ferreira
LOTE-M-SOP-007-2007,WO-1012,2025-07-09,ISBM-001,M-SOP-007,FR-007-PP-350,PP,Stain,Minor,1.5,ISO 2859-1,II,7858,L,200,10,11,5,Approved,2025-07-10 06:17:36.207,Elena Santos
LOTE-M-SOP-007-2007,WO-1012,2025-07-09,ISBM-001,M-SOP-007,FR-007-PP-350,PP,Transparency,Minor,1.5,ISO 2859-1,II,7858,L,200,10,11,6,Approved,2025-07-09 22:30:06.103,Diogo Ferreira
LOTE-M-SOP-001-2008,WO-1013,2025-07-10,ISBM-001,M-SOP-001,FR-001-HDPE-300,HDPE,Flash,Major,0.65,ISO 2859-1,II,6019,L,200,5,6,0,Approved,2025-07-10 23:49:22.925,Ana Silva
LOTE-M-SOP-001-2008,WO-1013,2025-07-10,ISBM-001,M-SOP-001,FR-001-HDPE-300,HDPE,Black Specks,Minor,1.5,ISO 2859-1,II,6019,L,200,10,11,1,Approved,2025-07-10 13:38:36.179,Elena Santos
LOTE-M-SOP-001-2008,WO-1013,2025-07-10,ISBM-001,M-SOP-001,FR-001-HDPE-300,HDPE,Stain,Minor,1.5,ISO 2859-1,II,6019,L,200,10,11,0,Approved,2025-07-11 00:17:03.648,Ana Silva
LOTE-M-SOP-001-2008,WO-1014,2025-07-11,ISBM-001,M-SOP-001,FR-001-HDPE-300,HDPE,Leakage,Critical,0.1,ISO 2859-1,II,6108,L,200,0,1,0,Approved,2025-07-11 03:17:24.391,Elena Santos
LOTE-M-SOP-001-2008,WO-1014,2025-07-11,ISBM-001,M-SOP-001,FR-001-HDPE-300,HDPE,Bubbles,Major,0.65,ISO 2859-1,II,6108,L,200,5,6,0,Approved,2025-07-11 06:25:27.993,Carlos Mendes
LOTE-M-SOP-001-2008,WO-1014,2025-07-11,ISBM-001,M-SOP-001,FR-001-HDPE-300,HDPE,Stain,Minor,1.5,ISO 2859-1,II,6108,L,200,10,11,0,Approved,2025-07-11 11:37:49.102,Beatriz Costa
LOTE-M-SOP-001-2008,WO-1014,2025-07-11,ISBM-001,M-SOP-001,FR-001-HDPE-300,HDPE,Transparency,Minor,1.5,ISO 2859-1,II,6108,L,200,10,11,2,Approved,2025-07-11 10:13:35.542,Diogo Ferreira
LOTE-M-SOP-001-2008,WO-1015,2025-07-11,ISBM-001,M-SOP-001,FR-001-HDPE-300,HDPE,Bubbles,Major,0.65,ISO 2859-1,II,4823,L,200,5,6,0,Approved,2025-07-12 01:53:44.562,Ana Silva
LOTE-M-SOP-001-2008,WO-1015,2025-07-11,ISBM-001,M-SOP-001,FR-001-HDPE-300,HDPE,Black Specks,Minor,1.5,ISO 2859-1,II,4823,L,200,10,11,2,Approved,2025-07-11 15:58:45.975,Ana Silva
LOTE-M-SOP-001-2008,WO-1015,2025-07-11,ISBM-001,M-SOP-001,FR-001-HDPE-300,HDPE,Transparency,Minor,1.5,ISO 2859-1,II,4823,L,200,10,11,1,Approved,2025-07-11 15:29:34.133,Elena Santos
LOTE-M-SOP-001-2008,WO-1015,2025-07-11,ISBM-001,M-SOP-001,FR-001-HDPE-300,HDPE,Color,Minor,1.5,ISO 2859-1,II,4823,L,200,10,11,4,Approved,2025-07-11 23:29:33.074,Carlos Mendes
LOTE-M-SOP-001-2008,WO-1015,2025-07-11,ISBM-001,M-SOP-001,FR-001-HDPE-300,HDPE,Burr,Major,0.65,ISO 2859-1,II,4823,L,200,5,6,0,Approved,2025-07-11 19:47:04.584,Elena Santos
LOTE-M-SOP-001-2009,WO-1016,2025-07-12,ISBM-001,M-SOP-001,FR-001-HDPE-300,HDPE,Flash,Major,0.65,ISO 2859-1,II,7098,L,200,5,6,0,Approved,2025-07-12 09:25:57.607,Beatriz Costa
LOTE-M-SOP-001-2009,WO-1016,2025-07-12,ISBM-001,M-SOP-001,FR-001-HDPE-300,HDPE,Bubbles,Major,0.65,ISO 2859-1,II,7098,L,200,5,6,0,Approved,2025-07-12 09:29:54.161,Elena Santos
LOTE-M-SOP-001-2009,WO-1016,2025-07-12,ISBM-001,M-SOP-001,FR-001-HDPE-300,HDPE,Black Specks,Minor,1.5,ISO 2859-1,II,7098,L,200,10,11,1,Approved,2025-07-12 14:00:53.965,Elena Santos
LOTE-M-SOP-001-2009,WO-1016,2025-07-12,ISBM-001,M-SOP-001,FR-001-HDPE-300,HDPE,Stain,Minor,1.5,ISO 2859-1,II,7098,L,200,10,11,2,Approved,2025-07-12 09:01:12.715,Elena Santos
LOTE-M-SOP-001-2009,WO-1016,2025-07-12,ISBM-001,M-SOP-001,FR-001-HDPE-300,HDPE,Transparency,Minor,1.5,ISO 2859-1,II,7098,L,200,10,11,2,Approved,2025-07-12 04:51:49.670,Elena Santos
LOTE-M-SOP-001-2009,WO-1017,2025-07-12,ISBM-001,M-SOP-001,FR-001-HDPE-300,HDPE,Leakage,Critical,0.1,ISO 2859-1,II,6994,L,200,0,1,0,Approved,2025-07-12 19:19:29.374,Diogo Ferreira
LOTE-M-SOP-001-2009,WO-1017,2025-07-12,ISBM-001,M-SOP-001,FR-001-HDPE-300,HDPE,Flash,Major,0.65,ISO 2859-1,II,6994,L,200,5,6,2,Approved,2025-07-12 20:24:35.189,Beatriz Costa
LOTE-M-SOP-001-2009,WO-1017,2025-07-12,ISBM-001,M-SOP-001,FR-001-HDPE-300,HDPE,Bubbles,Major,0.65,ISO 2859-1,II,6994,L,200,5,6,0,Approved,2025-07-12 17:11:06.734,Carlos Mendes
LOTE-M-SOP-007-2010,WO-1018,2025-07-13,ISBM-001,M-SOP-007,FR-007-PVC-350,PVC,Flash,Major,0.65,ISO 2859-1,II,12229,M,315,7,8,0,Approved,2025-07-13 13:00:34.518,Diogo Ferreira
LOTE-M-SOP-007-2010,WO-1018,2025-07-13,ISBM-001,M-SOP-007,FR-007-PVC-350,PVC,Bubbles,Major,0.65,ISO 2859-1,II,12229,M,315,7,8,1,Approved,2025-07-13 20:05:47.971,Diogo Ferreira
LOTE-M-SOP-007-2010,WO-1018,2025-07-13,ISBM-001,M-SOP-007,FR-007-PVC-350,PVC,Black Specks,Minor,1.5,ISO 2859-1,II,12229,M,315,14,15,3,Approved,2025-07-13 10:10:58.719,Beatriz Costa
LOTE-M-SOP-007-2010,WO-1018,2025-07-13,ISBM-001,M-SOP-007,FR-007-PVC-350,PVC,Stain,Minor,1.5,ISO 2859-1,II,12229,M,315,14,15,1,Approved,2025-07-14 02:56:06.552,Diogo Ferreira
LOTE-M-SOP-007-2010,WO-1018,2025-07-13,ISBM-001,M-SOP-007,FR-007-PVC-350,PVC,Transparency,Minor,1.5,ISO 2859-1,II,12229,M,315,14,15,5,Approved,2025-07-13 09:10:10.472,Carlos Mendes
LOTE-M-SOP-007-2010,WO-1018,2025-07-13,ISBM-001,M-SOP-007,FR-007-PVC-350,PVC,Color,Minor,1.5,ISO 2859-1,II,12229,M,315,14,15,1,Approved,2025-07-13 12:57:54.495,Diogo Ferreira
LOTE-M-SOP-007-2010,WO-1018,2025-07-13,ISBM-001,M-SOP-007,FR-007-PVC-350,PVC,Burr,Major,0.65,ISO 2859-1,II,12229,M,315,7,8,3,Approved,2025-07-13 19:31:50.130,Elena Santos
LOTE-M-SOP-007-2010,WO-1019,2025-07-14,ISBM-001,M-SOP-007,FR-007-PVC-350,PVC,Leakage,Critical,0.1,ISO 2859-1,II,10278,M,315,0,1,1,Rejected,2025-07-14 19:00:46.724,Carlos Mendes
LOTE-M-SOP-007-2010,WO-1019,2025-07-14,ISBM-001,M-SOP-007,FR-007-PVC-350,PVC,Bubbles,Major,0.65,ISO 2859-1,II,10278,M,315,7,8,2,Approved,2025-07-15 00:33:24.975,Carlos Mendes
LOTE-M-SOP-007-2010,WO-1019,2025-07-14,ISBM-001,M-SOP-007,FR-007-PVC-350,PVC,Black Specks,Minor,1.5,ISO 2859-1,II,10278,M,315,14,15,1,Approved,2025-07-14 22:59:52.443,Diogo Ferreira
LOTE-M-SOP-007-2010,WO-1019,2025-07-14,ISBM-001,M-SOP-007,FR-007-PVC-350,PVC,Stain,Minor,1.5,ISO 2859-1,II,10278,M,315,14,15,0,Approved,2025-07-14 13:14:54.721,Diogo Ferreira
LOTE-M-SOP-007-2010,WO-1019,2025-07-14,ISBM-001,M-SOP-007,FR-007-PVC-350,PVC,Transparency,Minor,1.5,ISO 2859-1,II,10278,M,315,14,15,2,Approved,2025-07-14 21:02:29.868,Beatriz Costa
LOTE-M-SOP-007-2010,WO-1019,2025-07-14,ISBM-001,M-SOP-007,FR-007-PVC-350,PVC,Color,Minor,1.5,ISO 2859-1,II,10278,M,315,14,15,2,Approved,2025-07-14 06:23:28.539,Ana Silva
LOTE-M-SOP-007-2010,WO-1019,2025-07-14,ISBM-001,M-SOP-007,FR-007-PVC-350,PVC,Burr,Major,0.65,ISO 2859-1,II,10278,M,315,7,8,1,Approved,2025-07-14 10:12:57.253,Beatriz Costa
LOTE-M-SOP-007-2010,WO-1020,2025-07-15,ISBM-001,M-SOP-007,FR-007-PVC-350,PVC,Stain,Minor,1.5,ISO 2859-1,II,11768,M,315,14,15,3,Approved,2025-07-15 07:08:09.790,Diogo Ferreira
LOTE-M-SOP-007-2010,WO-1020,2025-07-15,ISBM-001,M-SOP-007,FR-007-PVC-350,PVC,Transparency,Minor,1.5,ISO 2859-1,II,11768,M,315,14,15,5,Approved,2025-07-15 19:14:54.111,Ana Silva
LOTE-M-SOP-007-2010,WO-1020,2025-07-15,ISBM-001,M-SOP-007,FR-007-PVC-350,PVC,Color,Minor,1.5,ISO 2859-1,II,11768,M,315,14,15,5,Approved,2025-07-15 08:53:04.024,Beatriz Costa
LOTE-M-SOP-007-2011,WO-1021,2025-07-15,ISBM-001,M-SOP-007,FR-007-HDPE-PCR-350,HDPE-PCR,Leakage,Critical,0.1,ISO 2859-1,II,5827,L,200,0,1,0,Approved,2025-07-16 06:45:59.783,Elena Santos
LOTE-M-SOP-007-2011,WO-1021,2025-07-15,ISBM-001,M-SOP-007,FR-007-HDPE-PCR-350,HDPE-PCR,Bubbles,Major,0.65,ISO 2859-1,II,5827,L,200,5,6,0,Approved,2025-07-16 02:30:12.263,Diogo Ferreira
LOTE-M-SOP-007-2011,WO-1021,2025-07-15,ISBM-001,M-SOP-007,FR-007-HDPE-PCR-350,HDPE-PCR,Stain,Minor,1.5,ISO 2859-1,II,5827,L,200,10,11,0,Approved,2025-07-16 04:39:25.174,Ana Silva
LOTE-M-SOP-007-2011,WO-1021,2025-07-15,ISBM-001,M-SOP-007,FR-007-HDPE-PCR-350,HDPE-PCR,Transparency,Minor,1.5,ISO 2859-1,II,5827,L,200,10,11,3,Approved,2025-07-16 03:02:12.492,Beatriz Costa
LOTE-M-SOP-007-2011,WO-1021,2025-07-15,ISBM-001,M-SOP-007,FR-007-HDPE-PCR-350,HDPE-PCR,Color,Minor,1.5,ISO 2859-1,II,5827,L,200,10,11,0,Approved,2025-07-16 05:44:19.458,Carlos Mendes
LOTE-M-SOP-007-2011,WO-1021,2025-07-15,ISBM-001,M-SOP-007,FR-007-HDPE-PCR-350,HDPE-PCR,Burr,Major,0.65,ISO 2859-1,II,5827,L,200,5,6,1,Approved,2025-07-16 01:48:37.464,Beatriz Costa
LOTE-M-SOP-001-2012,WO-1022,2025-07-16,ISBM-001,M-SOP-001,FR-001-HDPE-PCR-300,HDPE-PCR,Black Specks,Minor,1.5,ISO 2859-1,II,7647,L,200,10,11,1,Approved,2025-07-16 17:25:28.958,Carlos Mendes
LOTE-M-SOP-001-2012,WO-1022,2025-07-16,ISBM-001,M-SOP-001,FR-001-HDPE-PCR-300,HDPE-PCR,Stain,Minor,1.5,ISO 2859-1,II,7647,L,200,10,11,0,Approved,2025-07-16 16:50:41.216,Ana Silva
